Name	WikipediaLink	Source
Clementi	https://en.wikipedia.org/wiki/Muzio_Clementi	md
Cranach L Elder	https://en.wikipedia.org/wiki/Lucas_Cranach_the_Elder	md
Bright's Disease	https://en.wikipedia.org/wiki/Bright%27s_disease	md
Brown, Capability	https://en.wikipedia.org/wiki/Capability_Brown	md
Boyle, R 2	https://en.wikipedia.org/wiki/Robert_Boyle	md
Galileo 2	https://en.wikipedia.org/wiki/Galileo_Galilei	md
Maclure, William	https://en.wikipedia.org/wiki/William_Maclure	md
Anthony, SB	https://en.wikipedia.org/wiki/Susan_B._Anthony	md
Blood tests	https://en.wikipedia.org/wiki/Blood_test	md
Chiang Kai Chek 2	https://en.wikipedia.org/wiki/Chiang_Kai-shek	md
Neural Networks	https://en.wikipedia.org/wiki/Neural_network	md
Audubon, John J	https://en.wikipedia.org/wiki/John_James_Audubon	md
Gray, Asa	https://en.wikipedia.org/wiki/Asa_Gray	md
Trippe	https://en.wikipedia.org/wiki/Juan_Trippe	md
Hammond Organ	https://en.wikipedia.org/wiki/Hammond_organ	md
Breguet AL	https://en.wikipedia.org/wiki/Abraham-Louis_Breguet	md
Eliot TS 2	https://en.wikipedia.org/wiki/T._S._Eliot	md
Bunuel L	https://en.wikipedia.org/wiki/Luis_Bu%C3%B1uel	md
Brandeis, LD	https://en.wikipedia.org/wiki/Louis_Brandeis	md
American Philosophical Society	https://en.wikipedia.org/wiki/American_Philosophical_Society	md
photography	https://en.wikipedia.org/wiki/Photography	md
Franco	https://en.wikipedia.org/wiki/Francisco_Franco	md
'Od' Odic Force	https://en.wikipedia.org/wiki/Odic_force	md
Kipling	https://en.wikipedia.org/wiki/Rudyard_Kipling	md
Brindley, James	https://en.wikipedia.org/wiki/James_Brindley	md
Harrison, Benjamin	https://en.wikipedia.org/wiki/William_Henry_Harrison	md
Paternoster	https://en.wikipedia.org/wiki/Paternoster_lift	md
El Greco 2	https://en.wikipedia.org/wiki/El_Greco	md
Harrison, John	https://en.wikipedia.org/wiki/John_Harrison	md
Doyle Conan, A Sir	https://en.wikipedia.org/wiki/Arthur_Conan_Doyle	md
Becquerel, HA	https://en.wikipedia.org/wiki/Henri_Becquerel	md
Stratigraphy	https://en.wikipedia.org/wiki/Stratigraphy	md
Buffon	https://en.wikipedia.org/wiki/Georges-Louis_Leclerc,_Comte_de_Buffon	md
Morris Wm 2	https://en.wikipedia.org/wiki/William_Morris	md
Ross, James	https://en.wikipedia.org/wiki/James_Clark_Ross	md
Adams, Douglas	https://en.wikipedia.org/wiki/Douglas_Adams	md
Richard III King	https://en.wikipedia.org/wiki/Richard_III_of_England	md
Gutta Percha	https://en.wikipedia.org/wiki/Gutta-percha	md
Freud, S 2	https://en.wikipedia.org/wiki/Sigmund_Freud	md
Eugenics	https://en.wikipedia.org/wiki/Eugenics	md
calculator	https://en.wikipedia.org/wiki/Calculator	md
Hooker, Joseph 2	https://en.wikipedia.org/wiki/Joseph_Dalton_Hooker	md
Fourier, JBJ	https://en.wikipedia.org/wiki/Joseph_Fourier	md
Andreae	https://en.wikipedia.org/wiki/Johannes_Valentinus_Andreae	md
naturphilosophie	https://en.wikipedia.org/wiki/Naturphilosophie	md
Vail 2	https://en.wikipedia.org/wiki/Alfred_Vail	md
Bosch, Hieronymous	https://en.wikipedia.org/wiki/Hieronymus_Bosch	md
Deane, Silas	https://en.wikipedia.org/wiki/Silas_Deane	md
Sor, Fernando	https://en.wikipedia.org/wiki/Fernando_Sor	md
Chemical Symbols	https://en.wikipedia.org/wiki/Chemical_symbol	md
Phonograph record	https://en.wikipedia.org/wiki/Phonograph	md
Rutherford, E	https://en.wikipedia.org/wiki/Ernest_Rutherford	md
Knox, John	https://en.wikipedia.org/wiki/John_Knox	md
Balzac	https://en.wikipedia.org/wiki/Honor%C3%A9_de_Balzac	md
Watteau	https://en.wikipedia.org/wiki/Antoine_Watteau	md
Gauss	https://en.wikipedia.org/wiki/Carl_Friedrich_Gauss	md
Richelieu	https://en.wikipedia.org/wiki/Cardinal_Richelieu	md
Maximilian I	https://en.wikipedia.org/wiki/Maximilian_II,_Holy_Roman_Emperor	md
Radio	https://en.wikipedia.org/wiki/Radio	md
Gershwin. George 2	https://en.wikipedia.org/wiki/George_Gershwin	md
shorthand	https://en.wikipedia.org/wiki/Shorthand	md
Avogadro, Amedo  2	https://en.wikipedia.org/wiki/Amedeo_Avogadro	md
Chronometer	https://en.wikipedia.org/wiki/Marine_chronometer	md
Bowen Sir GF	https://en.wikipedia.org/wiki/George_Bowen	md
Internet	https://en.wikipedia.org/wiki/Internet	md
Lincoln A 2	https://en.wikipedia.org/wiki/Abraham_Lincoln	md
Boyle's Law	https://en.wikipedia.org/wiki/Boyle%27s_law	md
Emerson, RW	https://en.wikipedia.org/wiki/Ralph_Waldo_Emerson	md
Time Ball	https://en.wikipedia.org/wiki/Time_ball	md
Wanamaker	https://en.wikipedia.org/wiki/Wanamaker%27s	md
Robotics	https://en.wikipedia.org/wiki/Robot	md
Moore, Henry 2	https://en.wikipedia.org/wiki/Henry_Moore	md
Fourdrinier, Henry	https://en.wikipedia.org/wiki/Henry_Fourdrinier	md
Zukor, Adolf	https://en.wikipedia.org/wiki/Adolph_Zukor	md
Johnson Dr	https://en.wikipedia.org/wiki/Samuel_Johnson	md
Basketball	https://en.wikipedia.org/wiki/Basketball	md
miasma	https://en.wikipedia.org/wiki/Miasma_theory	md
Copeland, Aaron 2	https://en.wikipedia.org/wiki/Aaron_Copland	md
Rossetti DG	https://en.wikipedia.org/wiki/Dante_Gabriel_Rossetti	md
D'Oyly Carte	https://en.wikipedia.org/wiki/Richard_D%27Oyly_Carte	md
Volta, Alessandro	https://en.wikipedia.org/wiki/Alessandro_Volta	md
Levi-Strauss	https://en.wikipedia.org/wiki/Claude_L%C3%A9vi-Strauss	md
Light Brigade	https://en.wikipedia.org/wiki/Charge_of_the_Light_Brigade	md
Wollstonecraft	https://en.wikipedia.org/wiki/Mary_Wollstonecraft	md
Maddox, Michael	https://en.wikipedia.org/wiki/Michael_Maddox	md
Christian	https://en.wikipedia.org/wiki/Christianity	md
Malta, Seige of	https://en.wikipedia.org/wiki/Great_Siege_of_Malta	md
Smithsonian Institution	https://en.wikipedia.org/wiki/Smithsonian_Institution	md
Police (Bobbies)	https://en.wikipedia.org/wiki/Police	md
MOSFET Integrated Circuit	https://en.wikipedia.org/wiki/Mohamed_M._Atalla	md
Siemens, Werner 2	https://en.wikipedia.org/wiki/Werner_von_Siemens	md
Addison J 2	https://en.wikipedia.org/wiki/Joseph_Addison	md
Cosmic radiation	https://en.wikipedia.org/wiki/Cosmic_ray	md
Priestley, Joseph	https://en.wikipedia.org/wiki/Joseph_Priestley	md
Clurman, H	https://en.wikipedia.org/wiki/Harold_Clurman	md
Cobden R	https://en.wikipedia.org/wiki/Richard_Cobden	md
Reynolds Number	https://en.wikipedia.org/wiki/Reynolds_number	md
Carranza V	https://en.wikipedia.org/wiki/Venustiano_Carranza	md
Brugnatelli	https://en.wikipedia.org/wiki/Luigi_Valentino_Brugnatelli	md
Telemann	https://en.wikipedia.org/wiki/Georg_Philipp_Telemann	md
Arden, Elizabeth	https://en.wikipedia.org/wiki/Elizabeth_Arden	md
Uchatius	https://en.wikipedia.org/wiki/Franz_von_Uchatius	md
Coriolis	https://en.wikipedia.org/wiki/Gaspard-Gustave_de_Coriolis	md
Tutankhamun	https://en.wikipedia.org/wiki/Tutankhamun	md
Blucher	https://en.wikipedia.org/wiki/Gebhard_Leberecht_von_Bl%C3%BCcher	md
Hogarth	https://en.wikipedia.org/wiki/William_Hogarth	md
Al Hazen 2	https://en.wikipedia.org/wiki/Alhazen	md
Alexander VI	https://en.wikipedia.org/wiki/Pope_Alexander_VI	md
Algarotti	https://en.wikipedia.org/wiki/Francesco_Algarotti	md
Longfellow HW 2	https://en.wikipedia.org/wiki/Henry_Wadsworth_Longfellow	md
Rubber 2	https://en.wikipedia.org/wiki/Natural_rubber	md
Mehmed II	https://en.wikipedia.org/wiki/Mehmed_II	md
Richter	https://en.wikipedia.org/wiki/Charles_Francis_Richter	md
Wallace, Alfred Russel 2	https://en.wikipedia.org/wiki/Alfred_Russel_Wallace	md
Cimabue	https://en.wikipedia.org/wiki/Cimabue	md
Crick & Watson	https://en.wikipedia.org/wiki/James_Watson	md
chemotherapy	https://en.wikipedia.org/wiki/Chemotherapy	md
McKinley, Wm Pres	https://en.wikipedia.org/wiki/William_McKinley	md
Golitsyn, Prince Boris	https://en.wikipedia.org/wiki/Boris_Alexeyevich_Galitzine	md
Climate Change	https://en.wikipedia.org/wiki/Climate_change	md
Owen, Richard	https://en.wikipedia.org/wiki/Richard_Owen	md
permanent wave	https://en.wikipedia.org/wiki/Perm_%28hairstyle%29	md
Murchison	https://en.wikipedia.org/wiki/Roderick_Murchison	md
Mendel	https://en.wikipedia.org/wiki/Gregor_Mendel	md
Division of labor	https://en.wikipedia.org/wiki/Division_of_labour	md
Stanford, Leland Gov	https://en.wikipedia.org/wiki/Leland_Stanford	md
Barnum 2	https://en.wikipedia.org/wiki/P._T._Barnum	md
Rockefeller, John D sr	https://en.wikipedia.org/wiki/John_D._Rockefeller	md
Paine, Robert Treat	https://en.wikipedia.org/wiki/Robert_Treat_Paine	md
Charlemagne 2	https://en.wikipedia.org/wiki/Charlemagne	md
Baird JL	https://en.wikipedia.org/wiki/John_Logie_Baird	md
TV / Television	https://en.wikipedia.org/wiki/Television	md
Agassiz	https://en.wikipedia.org/wiki/Louis_Agassiz	md
Calder A	https://en.wikipedia.org/wiki/Alexander_Calder	md
Harburg, Yip	https://en.wikipedia.org/wiki/Yip_Harburg	md
Hertz, HR	https://en.wikipedia.org/wiki/Heinrich_Hertz	md
Adams,  Samuel	https://en.wikipedia.org/wiki/Samuel_Adams	md
Owen, Robert	https://en.wikipedia.org/wiki/Robert_Owen	md
Bacon, Roger	https://en.wikipedia.org/wiki/Roger_Bacon	md
Osborn HF	https://en.wikipedia.org/wiki/Henry_Fairfield_Osborn	md
Valery	https://en.wikipedia.org/wiki/Paul_Val%C3%A9ry	md
Munroe, Chls E	https://en.wikipedia.org/wiki/Charles_Edward_Munroe	md
Dante	https://en.wikipedia.org/wiki/Dante_Alighieri	md
Rembrandt	https://en.wikipedia.org/wiki/Rembrandt	md
Cort H	https://en.wikipedia.org/wiki/Henry_Cort	md
gas mantle	https://en.wikipedia.org/wiki/Gas_mantle	md
composer and publisher of  Handel	https://en.wikipedia.org/wiki/Samuel_Arnold_(composer	md
Superconductivity	https://en.wikipedia.org/wiki/Superconductivity	md
Airplane	https://en.wikipedia.org/wiki/Airplane	md
Woodrow Wilson	https://en.wikipedia.org/wiki/Woodrow_Wilson	md
Doyle, Conan 2	https://en.wikipedia.org/wiki/Arthur_Conan_Doyle	md
Lavater	https://en.wikipedia.org/wiki/Johann_Kaspar_Lavater	md
Bridgewater, Duke of	https://en.wikipedia.org/wiki/Francis_Egerton,_3rd_Duke_of_Bridgewater	md
Gropius W	https://en.wikipedia.org/wiki/Walter_Gropius	md
Catherine the Great 2	https://en.wikipedia.org/wiki/Catherine_the_Great	md
Andral	https://en.wikipedia.org/wiki/Gabriel_Andral	md
Proudhon, JP	https://en.wikipedia.org/wiki/Pierre-Joseph_Proudhon	md
Air Conditioning	https://en.wikipedia.org/wiki/Air_conditioning	md
Plato	https://en.wikipedia.org/wiki/Plato	md
Alcott LM	https://en.wikipedia.org/wiki/Louisa_May_Alcott	md
Davy, Humphry	https://en.wikipedia.org/wiki/Humphry_Davy	md
Bellini, Gentile	https://en.wikipedia.org/wiki/Gentile_Bellini	md
Chaplin, Charlie	https://en.wikipedia.org/wiki/Charlie_Chaplin	md
Barber, Samuel	https://en.wikipedia.org/wiki/Samuel_Barber	md
Photosynthesis	https://en.wikipedia.org/wiki/Photosynthesis	md
Graham, Mquis Montrose	https://en.wikipedia.org/wiki/James_Graham,_1st_Marquess_of_Montrose	md
Carrel, Alexis	https://en.wikipedia.org/wiki/Alexis_Carrel	md
Carroll, Charles	https://en.wikipedia.org/wiki/Charles_Carroll_of_Carrollton	md
Goliath Beetle	https://en.wikipedia.org/wiki/Goliathus	md
Internet of Things IoT	https://en.wikipedia.org/wiki/Internet_of_things	md
Gauguin	https://en.wikipedia.org/wiki/Paul_Gauguin	md
Fairbairn	https://en.wikipedia.org/wiki/William_Fairbairn	md
Goldman E	https://en.wikipedia.org/wiki/Emma_Goldman	md
Lincoln Abraham Pres	https://en.wikipedia.org/wiki/Abraham_Lincoln	md
Cibber	https://en.wikipedia.org/wiki/Colley_Cibber	md
Chapman G	https://en.wikipedia.org/wiki/George_Chapman	md
Condorcet	https://en.wikipedia.org/wiki/Marquis_de_Condorcet	md
Bridge F	https://en.wikipedia.org/wiki/Frank_Bridge	md
Eisenhower 2	https://en.wikipedia.org/wiki/Dwight_D._Eisenhower	md
Nansen F	https://en.wikipedia.org/wiki/Fridtjof_Nansen	md
Morgan Candles	https://en.wikipedia.org/wiki/History_of_candle_making	md
Du Chatelet, Emilie 2	https://en.wikipedia.org/wiki/%C3%89milie_du_Ch%C3%A2telet	md
Pasteurization	https://en.wikipedia.org/wiki/Pasteurization	md
Marineland	https://en.wikipedia.org/wiki/Marineland_of_Florida	md
Powell, Baden	https://en.wikipedia.org/wiki/Baden_Powell_(mathematician	md
Foucault, JBL	https://en.wikipedia.org/wiki/L%C3%A9on_Foucault	md
Revelle, Roger	https://en.wikipedia.org/wiki/Roger_Revelle	md
Ptolemy	https://en.wikipedia.org/wiki/Ptolemy	md
Voyager Golden Record	https://en.wikipedia.org/wiki/Voyager_Golden_Record	md
Christie, Agatha	https://en.wikipedia.org/wiki/Agatha_Christie	md
Dylan, Bob	https://en.wikipedia.org/wiki/Bob_Dylan	md
Barbary pirates	https://en.wikipedia.org/wiki/Barbary_pirates	md
Harrison, Wm H Pres	https://en.wikipedia.org/wiki/William_Henry_Harrison	md
Encyclopedia	"https://en.wikipedia.org/wiki/Wikipedia ""Wikipedia"""	md
Dornier	https://en.wikipedia.org/wiki/Claude_Dornier	md
Lowell, JR	https://en.wikipedia.org/wiki/James_Russell_Lowell	md
Mexican-American War	https://en.wikipedia.org/wiki/Mexican%E2%80%93American_War	md
Tobacco	https://en.wikipedia.org/wiki/Tobacco	md
Tycho Brahe 2	https://en.wikipedia.org/wiki/Tycho_Brahe	md
Jacobite Highlander Rebellions	https://en.wikipedia.org/wiki/Jacobitism	md
Rommel	https://en.wikipedia.org/wiki/Rommel	md
Albert Einstein 2	https://en.wikipedia.org/wiki/Albert_Einstein	md
detective Novels	https://en.wikipedia.org/wiki/Detective_fiction	md
Wortley Montagu, Lady 2	https://en.wikipedia.org/wiki/Lady_Mary_Wortley_Montagu	md
Ancient Greece	https://en.wikipedia.org/wiki/Ancient_Greece	md
Engelbart, Douglas	https://en.wikipedia.org/wiki/Douglas_Engelbart	md
von Braun	https://en.wikipedia.org/wiki/Wernher_von_Braun	md
Wells HG	https://en.wikipedia.org/wiki/H._G._Wells	md
Hemingway , Ernest 2	https://en.wikipedia.org/wiki/Ernest_Hemingway	md
Twain	https://en.wikipedia.org/wiki/Mark_Twain	md
Lovelace, Ada	https://en.wikipedia.org/wiki/Ada_Lovelace	md
Babbage, Charles	https://en.wikipedia.org/wiki/Charles_Babbage	md
George Stephenson	https://en.wikipedia.org/wiki/George_Stephenson	md
Faraday, M	https://en.wikipedia.org/wiki/Michael_Faraday	md
Pocahontas	"https://en.wikipedia.org/wiki/Pocahontas ""Pocahontas"""	md
Winnie the Pooh	http://en.wikipedia.org/wiki/Winnie-the-Pooh	md
Bechet, Sidney	http://en.wikipedia.org/wiki/Sidney_Bechet	md
Rumford	"http://en.wikipedia.org/wiki/Rumford_%28crater%29 ""Rumford (crater"	md
Beaumarchais	https://en.wikipedia.org/wiki/Pierre_Beaumarchais	md
Caravaggio	"https://en.wikipedia.org/wiki/Caravaggio_%281986_film%29 ""Caravaggio (1986 film"	md
Star Trek	"https://en.wikipedia.org/wiki/Star_Trek ""Star Trek"""	md
Steam locomotive	https://en.wikipedia.org/wiki/Steam_locomotive	md
Tea	https://en.wikipedia.org/wiki/Tea	md
Hypnosis	https://en.wikipedia.org/wiki/Hypnosis	md
Bayonet	http://en.wikipedia.org/wiki/Bayonet	md
Radar	http://en.wikipedia.org/wiki/Radar	md
Kaleidoscope	http://en.wikipedia.org/wiki/Kaleidoscope	md
Charles I	http://en.wikipedia.org/wiki/Charles_I_of_England	md
Mao Zedong	http://en.wikipedia.org/wiki/Mao_Zedong	md
Doppler Effect	http://en.wikipedia.org/wiki/Doppler_effect	md
Forbes-Robertson	https://en.wikipedia.org/wiki/Johnston_Forbes-Robertson	md
Clive of India	https://en.wikipedia.org/wiki/Robert_Clive	md
Inquisition	"https://en.wikipedia.org/wiki/Inquisition ""Inquisition"""	md
Laser	http://en.wikipedia.org/wiki/Laser	md
SHRDLU	https://en.wikipedia.org/wiki/SHRDLU	md
Banana	http://en.wikipedia.org/wiki/Banana	md
Kelly, Gene	https://en.wikipedia.org/wiki/Gene_Kelly	md
Double-Entry Bookkeeping	https://en.wikipedia.org/wiki/Double-entry_bookkeeping	md
Ford, Ford Madox	https://en.wikipedia.org/wiki/Ford_Madox_Ford	md
Plastic	http://en.wikipedia.org/wiki/Plastic	md
Apollinaire	"http://en.wikipedia.org/wiki/Apollinaire ""Apollinaire"""	md
Aristotle	http://en.wikipedia.org/wiki/Aristotle	md
Maurepas	"https://en.wikipedia.org/wiki/Maurepas,_Yvelines ""Maurepas, Yvelines"""	md
Daguerreotype	http://en.wikipedia.org/wiki/Daguerreotype	md
Davis, Jefferson	http://en.wikipedia.org/wiki/Jefferson_Davis	md
Hayworth, Rita	https://en.wikipedia.org/wiki/Rita_Hayworth	md
Home, Anne	https://en.wikipedia.org/wiki/Anne_Hunter	md
Rolfe, John	http://en.wikipedia.org/wiki/John_Rolfe	md
Protestantism	http://en.wikipedia.org/wiki/Protestantism	md
Red Cross	http://en.wikipedia.org/wiki/American_Red_Cross	md
Logarithms	http://en.wikipedia.org/wiki/Logarithm	md
Battle of Britain	https://en.wikipedia.org/wiki/Battle_of_Britain	md
Suez Canal	http://en.wikipedia.org/wiki/Suez_Canal	md
Diesel engine	http://en.wikipedia.org/wiki/Diesel_engine	md
American Express	http://en.wikipedia.org/wiki/American_Express	md
Sinclair, Upton	http://en.wikipedia.org/wiki/Upton_Sinclair	md
Warhol	"https://en.wikipedia.org/wiki/Warhol_%28book%29 ""Warhol (book"	md
Cornflakes	http://en.wikipedia.org/wiki/Corn_flakes	md
Bessemer Steel	https://en.wikipedia.org/wiki/Bessemer_process	md
Eiffel Tower	"https://en.wikipedia.org/wiki/Eiffel_Tower ""Eiffel Tower"""	md
Goebbels	https://en.wikipedia.org/wiki/Joseph_Goebbels	md
Harlow, Jean	https://en.wikipedia.org/wiki/Jean_Harlow	md
Germ Theory	http://en.wikipedia.org/wiki/Germ_theory_of_disease	md
Piezoelectricity	http://en.wikipedia.org/wiki/Piezoelectricity	md
Printing Press	http://en.wikipedia.org/wiki/Printing_press	md
Thierry of Chartres	http://en.wikipedia.org/wiki/Thierry_of_Chartres	md
Ericsson, John	http://en.wikipedia.org/wiki/John_Ericsson	md
De Broglie	https://en.wikipedia.org/wiki/Louis_de_Broglie	md
Armstrong, Louis	http://en.wikipedia.org/wiki/Louis_Armstrong	md
Barcode	http://en.wikipedia.org/wiki/Barcode	md
Napoleon Bonaparte	https://en.wikipedia.org/wiki/Napoleon	md
Hooke, Robert	https://en.wikipedia.org/wiki/Robert_Hooke	md
Rufus King	https://en.wikipedia.org/wiki/Rufus_King_%28general%29	md
Bottle Cap	http://en.wikipedia.org/wiki/Bottle_cap	md
Big Ben	https://en.wikipedia.org/wiki/Big_Ben	md
Elgin Marbles	http://en.wikipedia.org/wiki/Elgin_Marbles	md
Garland, Judy	https://en.wikipedia.org/wiki/Judy_Garland	md
Jansky	"https://en.wikipedia.org/wiki/Jansky_%28crater%29 ""Jansky (crater"	md
Alexander the Great	http://en.wikipedia.org/wiki/Alexander_the_Great	md
IBM	https://en.wikipedia.org/wiki/History_of_IBM	md
Warren, Earl	http://en.wikipedia.org/wiki/Earl_Warren	md
Sociology	http://en.wikipedia.org/wiki/Sociology	md
Seismograph	https://en.wikipedia.org/wiki/Seismometer	md
Iodine	http://en.wikipedia.org/wiki/Iodine	md
Bleriot	"https://en.wikipedia.org/wiki/Bleriot_%28moonlet%29 ""Bleriot (moonlet"	md
Periodic Table	http://en.wikipedia.org/wiki/Periodic_table	md
Dynamite	https://en.wikipedia.org/wiki/Dynamite	md
Bernard of Chartres	https://en.wikipedia.org/wiki/Bernard_of_Chartres	md
Mussolini	https://en.wikipedia.org/wiki/Benito_Mussolini	md
Donatello	"https://en.wikipedia.org/wiki/Donatello_%28Teenage_Mutant_Ninja_Turtles%29 ""Donatello (Teenage Mutant Ninja Turtles"	md
Remington	"https://en.wikipedia.org/wiki/Remington_Products ""Remington Products"""	md
Archimedes	"https://en.wikipedia.org/wiki/Archimedes_%28crater%29 ""Archimedes (crater"	md
Phrenology	"https://en.wikipedia.org/wiki/Phrenology_%28album%29 ""Phrenology (album"	md
Bonnie Prince Charlie	"https://en.wikipedia.org/wiki/Bonnie_Prince_Charlie_%281948_film%29 ""Bonnie Prince Charlie (1948 film"	md
Louis Riel	"https://en.wikipedia.org/wiki/Louis_Riel ""Louis Riel"""	md
Boston Tea Party	"https://en.wikipedia.org/wiki/Boston_Tea_Party_%28political_party%29 ""Boston Tea Party (political party"	md
Iroquois Confederacy	https://en.wikipedia.org/wiki/Iroquois#Iroquois_Confederacy	md
Hannibal	"https://en.wikipedia.org/wiki/Category:Hannibal ""Category:Hannibal"""	md
Cleopatra	"https://en.wikipedia.org/wiki/Cleopatra_%281963_film%29 ""Cleopatra (1963 film"	md
Muhammad Ali	"https://en.wikipedia.org/wiki/Muhammad_Ali_%28film%29 ""Muhammad Ali (film"	md
Stephenson, Robert	https://en.wikipedia.org/wiki/Robert_Stephenson	md
Preble E		
trench warfare		
Gable C 2	https://en.wikipedia.org/wiki/Clark_Gable	api
Mahler(Anna)		
Stokowski		
Galsworthy	https://en.wikipedia.org/wiki/John_Galsworthy	api
Gainsborough, Th		
Pauling, Linus		
Morgan JP		
Choiseul		
Hales		
Black, Joseph		
Railroad		
Costs		
March of Dimes		
hydrazine	https://en.wikipedia.org/wiki/Hydrazine	api
Calendar reform to electricity		
Cardano		
1939 New York Fair		
Missouri Compromise	https://en.wikipedia.org/wiki/Missouri_Compromise	api
Kohn, E		
Press		
Du Bois-Reymond	https://en.wikipedia.org/wiki/Emil_du_Bois-Reymond	api
"Blood typing to ""Winnie the Pooh"""	https://en.wikipedia.org/wiki/Winnie-the-Pooh	api
Medici Cosimo (Elder)		
Bessarion		
William of Orange, King	https://en.wikipedia.org/wiki/William_III_of_England	api
Henry the Navigator		
Meisner, S		
MacFarquarson, Colin		
Instrument		
Braille, Louis	https://en.wikipedia.org/wiki/Louis_Braille	api
Maybach		
Bottger JF	https://en.wikipedia.org/wiki/Palmitoylethanolamide	api
Tillotson	https://en.wikipedia.org/wiki/Tillotson	api
Television		
Marshall, James		
Richard I Lionheart		
Reynolds		
Bute	https://en.wikipedia.org/wiki/Butte	api
Von Freiberg, Dietrich		
Zola		
Penn, Thomas		
Sickert		
Germany		
Ludwig II		
Bonpland		
Translator		
Plethon	https://en.wikipedia.org/wiki/Plethora	api
Odets, C		
Rodney		
Schiller		
northest Passage		
Titian		
Scanning Tunnelling Microscope		
1862 Great London Exposition		
Burke, E		
Monty Python		
1915 Panama-Pacific Expo		
Electric Eel / fish		
Gade		
Medieval		
Herbart		
Jansen		
Clark, Abraham	https://en.wikipedia.org/wiki/Abraham_Clark	api
Whitefield G		
Law, Antoine & John	https://en.wikipedia.org/wiki/Antoine_Fuqua	api
Cromwell, Oliver		
Hanbury, John		
Genghis Khan	https://en.wikipedia.org/wiki/Genghis_Khan	api
Chappe, C		
Vicq d'Azyr	https://en.wikipedia.org/wiki/F%C3%A9lix_Vicq-d%27Azyr	api
Interchangeable Parts		
Piccard		
Hyatt JW	https://en.wikipedia.org/wiki/Hyatt	api
Acheson, EG	https://en.wikipedia.org/wiki/Slow_cooker	api
Monster Movies		
Tschermak		
Jespersen	https://en.wikipedia.org/wiki/Jespersen	api
Morrell Lady O	https://en.wikipedia.org/wiki/Lady_Chatterley%27s_Lover	api
Arp		
Kennelly		
Cornell, Ezra		
Cavour		
Double-entry bookkeeping to Armada		
Viardot	https://en.wikipedia.org/wiki/Pauline_Viardot	api
Dukhobors sect	https://en.wikipedia.org/wiki/Khlysts	api
Churchill, Winston		
Radisson		
Walpole H	https://en.wikipedia.org/wiki/Horace_Walpole	api
Rothenstein Sir W	https://en.wikipedia.org/wiki/William_Rothenstein	api
Western Union		
Scopes		
Weston Sir R	https://en.wikipedia.org/wiki/Richard_Weston_(treasurer)	api
Islam		
Chemistry	https://en.wikipedia.org/wiki/Chemistry	api
Mantegna	https://en.wikipedia.org/wiki/Joe_Mantegna	api
Edison 2		
Beardmore		
Frankenstein		
Author		
Potato Famine		
Henry VIII 2	https://en.wikipedia.org/wiki/Henry_VIII	api
Joyce, J	https://en.wikipedia.org/wiki/James_Joyce	api
Offenbach		
Rennie J	https://en.wikipedia.org/wiki/Michael_Rennie	api
Lee, Francis Lightfoot	https://en.wikipedia.org/wiki/Francis_Lightfoot_Lee	api
Medicine	https://en.wikipedia.org/wiki/Medicina	api
Arago		
Coffeehouse	https://en.wikipedia.org/wiki/Coffeehouse	api
Brentano von		
Buckland		
Moliere		
Corelli, A		
Clay, Henry	https://en.wikipedia.org/wiki/Henry_Clay	api
Star Spangled Banner		
Wittgenstein	https://en.wikipedia.org/wiki/Ludwig_Wittgenstein	api
Clausius, R		
Hewes, Joseph	https://en.wikipedia.org/wiki/Joseph_Hewes	api
Vandalism		
Torquemada		
Herschel, William Sir		
Cousteau, J		
Braid, James		
Durie, John	https://en.wikipedia.org/wiki/John_Durie	api
Field, Cyrus W		
Food		
Terry, Ellen	https://en.wikipedia.org/wiki/Ellen_Terry	api
Tschermack		
Psychology		
Painter, Wm		
Goldstein, E		
Shepard, David		
Tubman, Harriet		
Fresnel		
Navy	https://en.wikipedia.org/wiki/Navy	api
Romney G		
Fritts		
Bogart H		
Dollond, John		
Palmer, A. Mitchell	https://en.wikipedia.org/wiki/A._Mitchell_Palmer	api
Gaslight	https://en.wikipedia.org/wiki/Gaslighting	api
Burbank L		
WWII		
Afro-American		
Nicholas V	https://en.wikipedia.org/wiki/Pope_Nicholas_V	api
Masolino		
Ludendorff	https://en.wikipedia.org/wiki/Erich_Ludendorff	api
carbon Fibre		
Ross, Barney	https://en.wikipedia.org/wiki/Barney_Ross	api
Scharnhorst	https://en.wikipedia.org/wiki/German_battleship_Scharnhorst	api
Guitar		
Wallace, Alfred R		
Menotti		
Viollet le Duc	https://en.wikipedia.org/wiki/Eug%C3%A8ne_Viollet-le-Duc	api
Bode, JE		
Loos, Adolf	https://en.wikipedia.org/wiki/Adolf_Loos	api
Dalziel		
dinosaur		
Follen, Charles		
Al Hazen		
Stendhal	https://en.wikipedia.org/wiki/Stendhal	api
Von Laue		
Lanfranc	https://en.wikipedia.org/wiki/Lanfranc	api
Eddington, AS		
Kingsford		
Magnetic Compass		
Timelines		
Morton WTG		
Hartlib, Samuel 2	https://en.wikipedia.org/wiki/Samuel_Hartlib	api
Grand Tour		
Geography		
Harriman WA		
Transportation		
Rachmaninov		
Berners-Lee		
Bancroft, George		
Anatomy		
Toulouse-Lautrec	https://en.wikipedia.org/wiki/Henri_de_Toulouse-Lautrec	api
Von Baer, K		
Werner, AG		
De Chezy		
