Name	WikipediaLink	Source
Portland Vase	https://en.wikipedia.org/wiki/Portland_Vase	md
Elevator	https://en.wikipedia.org/wiki/Elevator	md
Rocket locomotive	https://en.wikipedia.org/wiki/Stephenson%27s_Rocket	md
Hertz 2	https://en.wikipedia.org/wiki/Heinrich_Hertz	md
East India Company 2	https://en.wikipedia.org/wiki/East_India_Company	md
Powers, James	https://en.wikipedia.org/wiki/James_Legrand_Powers	md
Bardeen, John	https://en.wikipedia.org/wiki/John_Bardeen	md
Fuller, B	https://en.wikipedia.org/wiki/Buckminster_Fuller	md
Gautier	https://en.wikipedia.org/wiki/Th%C3%A9ophile_Gautier	md
Keller H 2	https://en.wikipedia.org/wiki/Helen_Keller	md
Cocteau	https://en.wikipedia.org/wiki/Jean_Cocteau	md
Sholes	https://en.wikipedia.org/wiki/Christopher_Latham_Sholes	md
Solar cell	https://en.wikipedia.org/wiki/Solar_cell	md
Browning Eliz B	https://en.wikipedia.org/wiki/Elizabeth_Barrett_Browning	md
Beckett, Sir E	https://en.wikipedia.org/wiki/Edmund_Beckett,_1st_Baron_Grimthorpe	md
Caroline, Queen of Naples	https://en.wikipedia.org/wiki/Caroline_Bonaparte	md
Barometer	https://en.wikipedia.org/wiki/Barometer	md
Paper	https://en.wikipedia.org/wiki/Paper	md
Carnot S	https://en.wikipedia.org/wiki/Nicolas_L%C3%A9onard_Sadi_Carnot	md
Latent Heat	https://en.wikipedia.org/wiki/Latent_heat	md
X-Rays	https://en.wikipedia.org/wiki/X-ray	md
von Reichenbach	https://en.wikipedia.org/wiki/Carl_Reichenbach	md
Sharp, Granville	https://en.wikipedia.org/wiki/Granville_Sharp	md
Millais	https://en.wikipedia.org/wiki/John_Everett_Millais	md
Frege G	https://en.wikipedia.org/wiki/Gottlob_Frege	md
Nelson, H Adm	https://en.wikipedia.org/wiki/Horatio_Nelson,_1st_Viscount_Nelson	md
D'Holbach	https://en.wikipedia.org/wiki/Baron_d%27Holbach	md
Penn, Wm	https://en.wikipedia.org/wiki/William_Penn	md
Lycopodium flash pwdr	https://en.wikipedia.org/wiki/Lycopodium_powder	md
von Linde, Carl	https://en.wikipedia.org/wiki/Carl_von_Linde	md
Braille, L 2	https://en.wikipedia.org/wiki/Louis_Braille	md
Darrow, Charles	https://en.wikipedia.org/wiki/Clarence_Darrow	md
Prokofiev	https://en.wikipedia.org/wiki/Sergei_Prokofiev	md
Charles V	https://en.wikipedia.org/wiki/Charles_V,_Holy_Roman_Emperor	md
Kotzebue	https://en.wikipedia.org/wiki/August_von_Kotzebue	md
Alaska Purchase	https://en.wikipedia.org/wiki/Alaska_Purchase	md
Bullock, William	https://en.wikipedia.org/wiki/William_Bullock_(collector	md
Adler, Cyrus	https://en.wikipedia.org/wiki/Cyrus_Adler	md
Purkinje, Jan	https://en.wikipedia.org/wiki/Jan_Evangelista_Purkyn%C4%9B	md
Roebling, JA	https://en.wikipedia.org/wiki/John_A._Roebling	md
Mussolini, B 2	https://en.wikipedia.org/wiki/Benito_Mussolini	md
Alberti	https://en.wikipedia.org/wiki/Leon_Battista_Alberti	md
Bifocals	https://en.wikipedia.org/wiki/Bifocals	md
Rossetti, Dante  2	https://en.wikipedia.org/wiki/Dante_Gabriel_Rossetti	md
Crime	https://en.wikipedia.org/wiki/Crime	md
Banks, Joseph 2	https://en.wikipedia.org/wiki/Joseph_Banks	md
Besant Sir W	https://en.wikipedia.org/wiki/Walter_Besant	md
Relativity	https://en.wikipedia.org/wiki/Theory_of_relativity	md
Howe, Julia	https://en.wikipedia.org/wiki/Julia_Ward_Howe	md
Pliny the Elder	https://en.wikipedia.org/wiki/Pliny_the_Elder	md
Talleyrand	https://en.wikipedia.org/wiki/Charles_Maurice_de_Talleyrand-P%C3%A9rigord	md
Thackeray	https://en.wikipedia.org/wiki/William_Makepeace_Thackeray	md
Beccaria 2	https://en.wikipedia.org/wiki/Cesare_Beccaria	md
Essex, Earl of	https://en.wikipedia.org/wiki/Robert_Devereux,_2nd_Earl_of_Essex	md
Vitamins	https://en.wikipedia.org/wiki/Vitamin	md
Hawthorne N 2	https://en.wikipedia.org/wiki/Nathaniel_Hawthorne	md
Ruskin	https://en.wikipedia.org/wiki/John_Ruskin	md
Trevithick	https://en.wikipedia.org/wiki/Richard_Trevithick	md
Chekhov	https://en.wikipedia.org/wiki/Anton_Chekhov	md
Quantz JJ	https://en.wikipedia.org/wiki/Johann_Joachim_Quantz	md
Beethoven, L van	https://en.wikipedia.org/wiki/Ludwig_van_Beethoven	md
Della Mirandola	https://en.wikipedia.org/wiki/Giovanni_Pico_della_Mirandola	md
Evolution, theory of	https://en.wikipedia.org/wiki/Evolution	md
Daguerre 2	https://en.wikipedia.org/wiki/Louis_Daguerre	md
Allgemeine Zeitung	https://en.wikipedia.org/wiki/Allgemeine_Zeitung	md
Hegel 2	https://en.wikipedia.org/wiki/Georg_Wilhelm_Friedrich_Hegel	md
Cabbalism	https://en.wikipedia.org/wiki/Kabbalah	md
Schwann T	https://en.wikipedia.org/wiki/Theodor_Schwann	md
Cassini	https://en.wikipedia.org/wiki/Dominique,_comte_de_Cassini	md
Lilly J	https://en.wikipedia.org/wiki/John_C._Lilly	md
Gasoline	https://en.wikipedia.org/wiki/Gasoline	md
Mercator Projection	https://en.wikipedia.org/wiki/Mercator_projection	md
Durkheim	https://en.wikipedia.org/wiki/%C3%89mile_Durkheim	md
Pound, Ezra 2	https://en.wikipedia.org/wiki/Ezra_Pound	md
Villa, Pancho	https://en.wikipedia.org/wiki/Pancho_Villa	md
Jussieu AL de	https://en.wikipedia.org/wiki/Antoine_Laurent_de_Jussieu	md
Neumann, von 2	https://en.wikipedia.org/wiki/John_von_Neumann	md
SS Great Eastern	https://en.wikipedia.org/wiki/SS_Great_Eastern	md
Carlson CF	https://en.wikipedia.org/wiki/Chester_Carlson	md
Frazer Sir J	https://en.wikipedia.org/wiki/James_George_Frazer	md
Singer	https://en.wikipedia.org/wiki/Isaac_Singer	md
Star Wars	https://en.wikipedia.org/wiki/Star_Wars	md
Polaroid sunglasses	https://en.wikipedia.org/wiki/Sunglasses	md
Poincare R	https://en.wikipedia.org/wiki/Raymond_Poincar%C3%A9	md
Gordon, Duchess	https://en.wikipedia.org/wiki/Jane_Gordon,_Duchess_of_Gordon	md
Paganini	https://en.wikipedia.org/wiki/Niccol%C3%B2_Paganini	md
Cranmer T	https://en.wikipedia.org/wiki/Thomas_Cranmer	md
Da Gama	https://en.wikipedia.org/wiki/Vasco_da_Gama	md
Krupp	https://en.wikipedia.org/wiki/Alfred_Krupp	md
Gregory D	https://en.wikipedia.org/wiki/David_Gregory_%28mathematician%29	md
Cortona	https://en.wikipedia.org/wiki/Pietro_da_Cortona	md
Aviation	https://en.wikipedia.org/wiki/Aviation	md
Arlen H	https://en.wikipedia.org/wiki/Harold_Arlen	md
Baird, John L 2	https://en.wikipedia.org/wiki/John_Logie_Baird	md
Selkirk, Alexander	https://en.wikipedia.org/wiki/Alexander_Selkirk	md
Ayrton WE	https://en.wikipedia.org/wiki/William_Edward_Ayrton	md
Geneva Convention	https://en.wikipedia.org/wiki/Geneva_Conventions	md
Gould, Jay	https://en.wikipedia.org/wiki/Jay_Gould	md
JM Barrie	https://en.wikipedia.org/wiki/J._M._Barrie	md
Roosevelt, Franklin D 2	https://en.wikipedia.org/wiki/Franklin_D._Roosevelt	md
Gymnastics	https://en.wikipedia.org/wiki/Gymnastics	md
Gilbreth, FB	https://en.wikipedia.org/wiki/Frank_Bunker_Gilbreth	md
Leeuwenhoek,  van 2	https://en.wikipedia.org/wiki/Antonie_van_Leeuwenhoek	md
Brown, John 2	https://en.wikipedia.org/wiki/John_Brown_%28abolitionist%29	md
Pre-Raphaelite Brotherhood PRB	https://en.wikipedia.org/wiki/Pre-Raphaelite_Brotherhood	md
Purkinje Cells	https://en.wikipedia.org/wiki/Purkinje_cell	md
Boyle, Robert	https://en.wikipedia.org/wiki/Robert_Boyle	md
Burns, Robert	https://en.wikipedia.org/wiki/Robert_Burns	md
Mormons / LDS	https://en.wikipedia.org/wiki/Mormons	md
Duns Scotus	https://en.wikipedia.org/wiki/Duns_Scotus	md
Pitman, Issac	https://en.wikipedia.org/wiki/Isaac_Pitman	md
Bragg, William Henry	https://en.wikipedia.org/wiki/William_Henry_Bragg	md
Copernicus 2	https://en.wikipedia.org/wiki/Nicolaus_Copernicus	md
Clymer, George	https://en.wikipedia.org/wiki/George_Clymer	md
Blavatsky, Helena P	https://en.wikipedia.org/wiki/Helena_Blavatsky	md
Bethlehem Steel	https://en.wikipedia.org/wiki/Bethlehem_Steel	md
Adam, Robert	https://en.wikipedia.org/wiki/Robert_Adam	md
Prince Albert	https://en.wikipedia.org/wiki/Albert,_Prince_Consort	md
Breughel, Jan the Elder	https://en.wikipedia.org/wiki/Jan_Brueghel_the_Elder	md
Golgi, Camillo	https://en.wikipedia.org/wiki/Camillo_Golgi	md
Halley's Comet	https://en.wikipedia.org/wiki/Halley%27s_Comet	md
Irving H	https://en.wikipedia.org/wiki/Henry_Irving	md
British Museum 2	https://en.wikipedia.org/wiki/British_Museum	md
Jussieu Joseph de	https://en.wikipedia.org/wiki/De_Jussieu	md
Sonar	https://en.wikipedia.org/wiki/Sonar	md
Aberhart W	https://en.wikipedia.org/wiki/William_Aberhart	md
Cartography	https://en.wikipedia.org/wiki/Cartography	md
Kielmeyer	https://en.wikipedia.org/wiki/Carl_Friedrich_Kielmeyer	md
Briggs H	https://en.wikipedia.org/wiki/Henry_Briggs_(mathematician	md
radiometer	https://en.wikipedia.org/wiki/Radiometer	md
British Museum	https://en.wikipedia.org/wiki/British_Museum	md
Nicholson, Ben	https://en.wikipedia.org/wiki/Ben_Nicholson	md
Palm Oil	https://en.wikipedia.org/wiki/Palm_oil	md
Geodesic Dome	https://en.wikipedia.org/wiki/Geodesic_dome	md
Adler, Felix	https://en.wikipedia.org/wiki/Felix_Adler_(professor	md
Puget	https://en.wikipedia.org/wiki/Pierre_Puget	md
Thomson, George	https://en.wikipedia.org/wiki/George_Thomson_%28musician%29	md
Cantor, Eddie	https://en.wikipedia.org/wiki/Eddie_Cantor	md
Pushkin, A	https://en.wikipedia.org/wiki/Alexander_Pushkin	md
Vidocq	https://en.wikipedia.org/wiki/Eug%C3%A8ne_Fran%C3%A7ois_Vidocq	md
Charles Bold of Burgundy	https://en.wikipedia.org/wiki/Charles_the_Bold	md
Maxwell 2	https://en.wikipedia.org/wiki/James_Clerk_Maxwell	md
Webb S&B	https://en.wikipedia.org/wiki/Beatrice_Webb	md
Zionism	https://en.wikipedia.org/wiki/Zionism	md
Silliman Snr 2	https://en.wikipedia.org/wiki/Benjamin_Silliman	md
Louis XIV	https://en.wikipedia.org/wiki/Louis_XIV	md
Hardness Scale	https://en.wikipedia.org/wiki/Hardness	md
Moissan	https://en.wikipedia.org/wiki/Henri_Moissan	md
Guggenheim, Peggy	https://en.wikipedia.org/wiki/Peggy_Guggenheim	md
Avicenna 2	https://en.wikipedia.org/wiki/Avicenna	md
Atalia Mohamed	https://en.wikipedia.org/wiki/Mohamed_M._Atalla	md
Jung, Carl	https://en.wikipedia.org/wiki/Carl_Jung	md
Zoopraxiscope	https://en.wikipedia.org/wiki/Zoopraxiscope	md
Christina of Sweden	https://en.wikipedia.org/wiki/Christina,_Queen_of_Sweden	md
Golgi cells	https://en.wikipedia.org/wiki/Golgi_cell	md
Coulomb, CA	https://en.wikipedia.org/wiki/Charles-Augustin_de_Coulomb	md
Hydrogen	https://en.wikipedia.org/wiki/Hydrogen	md
ATM	https://en.wikipedia.org/wiki/Automated_teller_machine	md
Pope, Alexander	https://en.wikipedia.org/wiki/Alexander_Pope	md
bicycle	https://en.wikipedia.org/wiki/Bicycle	md
Grant, US 2	https://en.wikipedia.org/wiki/Ulysses_S._Grant	md
Gillette	https://en.wikipedia.org/wiki/King_C._Gillette	md
Chambers W	https://en.wikipedia.org/wiki/William_Chambers_(architect	md
Nova Scotia Loyalist blacks	https://en.wikipedia.org/wiki/Black_Loyalist	md
Cryptography Code	https://en.wikipedia.org/wiki/Cryptography	md
Duncan, Isadora 2	https://en.wikipedia.org/wiki/Isadora_Duncan	md
Bailey WT	https://en.wikipedia.org/wiki/Walter_T._Bailey	md
Tower Bridge	https://en.wikipedia.org/wiki/Tower_Bridge	md
Davy 2	https://en.wikipedia.org/wiki/Humphry_Davy	md
Fokine M	https://en.wikipedia.org/wiki/Michel_Fokine	md
Creosote	https://en.wikipedia.org/wiki/Creosote	md
Bernini	https://en.wikipedia.org/wiki/Gian_Lorenzo_Bernini	md
Aldus Manutius	https://en.wikipedia.org/wiki/Aldus_Manutius	md
Brown, John	https://en.wikipedia.org/wiki/John_Brown_%28abolitionist%29	md
Winckelmann	https://en.wikipedia.org/wiki/Johann_Joachim_Winckelmann	md
Chippendale	https://en.wikipedia.org/wiki/Thomas_Chippendale	md
Archeology	https://en.wikipedia.org/wiki/Archaeology	md
Radioactivity	https://en.wikipedia.org/wiki/Radioactive_decay	md
Hepworth B	https://en.wikipedia.org/wiki/Barbara_Hepworth	md
Battle Hymn of Republic 2	https://en.wikipedia.org/wiki/Battle_Hymn_of_the_Republic	md
Zeppelin Airship	https://en.wikipedia.org/wiki/Zeppelin	md
Craig EG	https://en.wikipedia.org/wiki/Edward_Gordon_Craig	md
Computer Mouse	https://en.wikipedia.org/wiki/Computer_mouse	md
Marx, Groucho	https://en.wikipedia.org/wiki/Groucho_Marx	md
Crescas H	https://en.wikipedia.org/wiki/Hasdai_Crescas	md
Isherwood C	https://en.wikipedia.org/wiki/Christopher_Isherwood	md
Casement Sir R	https://en.wikipedia.org/wiki/Roger_Casement	md
Gates, Wm Bill	https://en.wikipedia.org/wiki/Bill_Gates	md
Pater W	https://en.wikipedia.org/wiki/Walter_Pater	md
De Valera, E	https://en.wikipedia.org/wiki/%C3%89amon_de_Valera	md
Cecil Sir W	https://en.wikipedia.org/wiki/William_Cecil,_1st_Baron_Burghley	md
Euclid	https://en.wikipedia.org/wiki/Euclid	md
Buffalo Soldiers	https://en.wikipedia.org/wiki/Buffalo_Soldier	md
Constantine I	https://en.wikipedia.org/wiki/Constantine_the_Great	md
Bacon R 2	https://en.wikipedia.org/wiki/Roger_Bacon	md
Churchill, W 2	https://en.wikipedia.org/wiki/Winston_Churchill	md
Internal Combustion Engine	https://en.wikipedia.org/wiki/Internal_combustion_engine	md
Arrol, Wm Sir	https://en.wikipedia.org/wiki/William_Arrol	md
Brecht, Bertholt	https://en.wikipedia.org/wiki/Bertolt_Brecht	md
King Arthur	https://webbrain.com/brainpage/brain/C6015FA0-82BF-F1FA-9D05-0EA9FD7F845E#-278	md
Rockne, K	https://en.wikipedia.org/wiki/Knute_Rockne	md
Taylorism	https://en.wikipedia.org/wiki/Scientific_management	md
Refrigerator/ AC	https://en.wikipedia.org/wiki/Refrigeration	md
Lister 2	https://en.wikipedia.org/wiki/Joseph_Lister,_1st_Baron_Lister	md
Prof Challenger	https://en.wikipedia.org/wiki/Professor_Challenger	md
Lee, Richard Henry	https://en.wikipedia.org/wiki/Richard_Henry_Lee	md
Appert 2	https://en.wikipedia.org/wiki/Nicolas_Appert	md
Cardozo, B	https://en.wikipedia.org/wiki/Benjamin_N._Cardozo	md
Cagliostro, Alessandro	https://en.wikipedia.org/wiki/Alessandro_Cagliostro	md
Franklin, Rosalind	https://en.wikipedia.org/wiki/Rosalind_Franklin	md
Longitude	https://en.wikipedia.org/wiki/History_of_longitude	md
Piltdown Man	https://en.wikipedia.org/wiki/Piltdown_Man	md
Evelyn	https://en.wikipedia.org/wiki/John_Evelyn	md
Prevost, l'Abbe	https://en.wikipedia.org/wiki/Antoine_Fran%C3%A7ois_Pr%C3%A9vost	md
Nanotechnology	https://en.wikipedia.org/wiki/Nanotechnology	md
Balfour 2	https://en.wikipedia.org/wiki/Arthur_Balfour	md
Deutsches / German Museum	https://en.wikipedia.org/wiki/Deutsches_Museum	md
Durer 2	https://en.wikipedia.org/wiki/Albrecht_D%C3%BCrer	md
Cobbs, Rev C	https://en.wikipedia.org/wiki/Clarence_H._Cobbs	md
Paine T	https://en.wikipedia.org/wiki/Thomas_Paine	md
Medici Catherine de	https://en.wikipedia.org/wiki/Catherine_de%27_Medici	md
Rathenau, EM	https://en.wikipedia.org/wiki/Emil_Rathenau	md
RMS Titanic	https://en.wikipedia.org/wiki/Titanic	md
DEWline	https://en.wikipedia.org/wiki/Distant_Early_Warning_Line	md
Feynman, Richard	https://en.wikipedia.org/wiki/Richard_Feynman	md
Communism	https://en.wikipedia.org/wiki/Communism	md
Lenin	https://en.wikipedia.org/wiki/Vladimir_Lenin	md
Leeuwenhoek, A van	https://en.wikipedia.org/wiki/Antonie_van_Leeuwenhoek	md
Mozart 2	https://en.wikipedia.org/wiki/Wolfgang_Amadeus_Mozart	md
El Cid	https://en.wikipedia.org/wiki/El_Cid	md
Suleiman	https://en.wikipedia.org/wiki/Suleiman_the_Magnificent	md
Erasmus	https://en.wikipedia.org/wiki/Erasmus	md
Collins, Wilkie	https://en.wikipedia.org/wiki/Wilkie_Collins	md
Heidegger	https://en.wikipedia.org/wiki/Martin_Heidegger	md
Drake Sir F	https://en.wikipedia.org/wiki/Francis_Drake	md
Quetelet, LAJ	https://en.wikipedia.org/wiki/Adolphe_Quetelet	md
Antiseptic	https://en.wikipedia.org/wiki/Antiseptic	md
Howe SG	https://en.wikipedia.org/wiki/Samuel_Gridley_Howe	md
Volta 2	https://en.wikipedia.org/wiki/Alessandro_Volta	md
Home, Daniel Dunglas	https://en.wikipedia.org/wiki/Daniel_Dunglas_Home	md
Gable, Clark	https://en.wikipedia.org/wiki/Clark_Gable	md
Klee	https://en.wikipedia.org/wiki/Paul_Klee	md
Huxley TH	https://en.wikipedia.org/wiki/Thomas_Henry_Huxley	md
Morris, Robert	https://en.wikipedia.org/wiki/Robert_Morris_%28financier%29	md
Boussingault JBJD	https://en.wikipedia.org/wiki/Jean-Baptiste_Boussingault	md
Thomas, Dylan	https://en.wikipedia.org/wiki/Dylan_Thomas	md
Gilbert, WS	https://en.wikipedia.org/wiki/W._S._Gilber	md
Perfume Spray	https://en.wikipedia.org/wiki/Spray_nozzle	md
Thompson Col JT	https://en.wikipedia.org/wiki/John_T._Thompson	md
Braille Writing	https://en.wikipedia.org/wiki/Braille	md
Wilson CTR	https://en.wikipedia.org/wiki/Cloud_chamber	md
Kekule, August 2	https://en.wikipedia.org/wiki/August_Kekul%C3%A9	md
Emerson 2	https://en.wikipedia.org/wiki/Ralph_Waldo_Emerson	md
Tolstoy 2	https://en.wikipedia.org/wiki/Leo_Tolstoy	md
Wordsworth	https://en.wikipedia.org/wiki/William_Wordsworth	md
Moore, Henry	https://en.wikipedia.org/wiki/Henry_Moore	md
Louis XV	https://en.wikipedia.org/wiki/Louis_XV	md
Low Temperature Scale	https://en.wikipedia.org/wiki/Kelvin	md
Italic	https://en.wikipedia.org/wiki/Italic_type	md
Lindbergh 2	https://en.wikipedia.org/wiki/Charles_Lindbergh	md
Baden-Powell Sir GS	https://en.wikipedia.org/wiki/George_Baden-Powell	md
Unimate	https://en.wikipedia.org/wiki/Unimate	md
Belloc H	https://en.wikipedia.org/wiki/Hilaire_Belloc	md
Disney	https://en.wikipedia.org/wiki/Walt_Disney	md
Savonarola	https://en.wikipedia.org/wiki/Girolamo_Savonarola	md
Montagu Lady MW	https://en.wikipedia.org/wiki/Lady_Mary_Wortley_Montagu	md
Frederick II the Great	https://en.wikipedia.org/wiki/Frederick_the_Great	md
cathode ray tube	https://en.wikipedia.org/wiki/Cathode-ray_tube	md
Int'l Harvester	https://en.wikipedia.org/wiki/International_Harvester	md
Newton 2	https://en.wikipedia.org/wiki/Isaac_Newton	md
Arabian Horse	https://en.wikipedia.org/wiki/Arabian_horse	md
submarine	https://en.wikipedia.org/wiki/Submarine	md
Doubleday, Abner	https://en.wikipedia.org/wiki/Abner_Doubleday	md
Mendelssohn	https://en.wikipedia.org/wiki/Felix_Mendelssohn	md
Eisenhower, D	https://en.wikipedia.org/wiki/Dwight_D._Eisenhower	md
Berg, Gertrude	https://en.wikipedia.org/wiki/Gertrude_Berg	md
Corot	https://en.wikipedia.org/wiki/Jean-Baptiste-Camille_Corot	md
Duff-Gordon	https://en.wikipedia.org/wiki/Cosmo_Duff-Gordon	md
Isolation Tank / Sensory Deprivation	https://en.wikipedia.org/wiki/Isolation_tank	md
Ross John	https://en.wikipedia.org/wiki/John_Ross_(Royal_Navy_officer	md
Parlin CC	https://en.wikipedia.org/wiki/Charles_Coolidge_Parlin	md
Joule JP	https://en.wikipedia.org/wiki/James_Prescott_Joule	md
Virchow	https://en.wikipedia.org/wiki/Rudolf_Virchow	md
Van Gogh	https://en.wikipedia.org/wiki/Vincent_van_Gogh	md
Landsteiner, Karl	https://en.wikipedia.org/wiki/Karl_Landsteiner	md
Congreve Sir W	https://en.wikipedia.org/wiki/Sir_William_Congreve,_2nd_Baronet	md
Freemasons	https://en.wikipedia.org/wiki/Freemasonry**	md
Capone, Al	https://en.wikipedia.org/wiki/Al_Capone	md
Petty Sir W	https://en.wikipedia.org/wiki/William_Petty	md
Curie P	https://en.wikipedia.org/wiki/Pierre_Curie	md
Dana JD	https://en.wikipedia.org/wiki/James_Dwight_Dana	md
Picasso 2	https://en.wikipedia.org/wiki/Pablo_Picasso	md
Science Fiction	https://en.wikipedia.org/wiki/Science_fiction	md
Britten B	https://en.wikipedia.org/wiki/Benjamin_Britten	md
Cultural anthropology	https://en.wikipedia.org/wiki/Cultural_anthropology	md
UNIVAC Computer	https://en.wikipedia.org/wiki/UNIVAC	md
Stalin	https://en.wikipedia.org/wiki/Joseph_Stalin	md
Blavatsky 2	https://en.wikipedia.org/wiki/Helena_Blavatsky	md
Baseball	https://en.wikipedia.org/wiki/Baseball	md
Howe, Julia 2	https://en.wikipedia.org/wiki/Julia_Ward_Howe	md
Buys Ballot	https://en.wikipedia.org/wiki/C._H._D._Buys_Ballot	md
Berzelius, JJ	https://en.wikipedia.org/wiki/J%C3%B6ns_Jacob_Berzelius	md
Malaria	https://en.wikipedia.org/wiki/Malaria	md
Poincare JH	https://en.wikipedia.org/wiki/Henri_Poincar%C3%A9	md
Sullivan Sir A	https://en.wikipedia.org/wiki/W._S._Gilbert	md
Sewing machine	https://en.wikipedia.org/wiki/Sewing_machine	md
Cassat, Mary	https://en.wikipedia.org/wiki/Mary_Cassatt	md
Bernadotte JBJ	https://en.wikipedia.org/wiki/Charles_XIV_John	md
Chaplin C 2	https://en.wikipedia.org/wiki/Charlie_Chaplin	md
Goodyear	https://en.wikipedia.org/wiki/Charles_Goodyear	md
Lavoisier	https://en.wikipedia.org/wiki/Antoine_Lavoisier	md
Carnot H	https://en.wikipedia.org/wiki/Hippolyte_Carnot	md
Amazon Rainforest	https://en.wikipedia.org/wiki/Amazon_rainforest	md
3M Minnesota Mining & Mfgr	https://en.wikipedia.org/wiki/3M#History	md
Turgot	https://en.wikipedia.org/wiki/Anne_Robert_Jacques_Turgot	md
Cooper J Fenimore	https://en.wikipedia.org/wiki/James_Fenimore_Cooper	md
Careme	https://en.wikipedia.org/wiki/Marie-Antoine_Car%C3%AAme	md
Rossetti G	https://en.wikipedia.org/wiki/Gabriele_Rossetti	md
McParlan	https://en.wikipedia.org/wiki/James_McParland	md
Henry, Joseph	https://en.wikipedia.org/wiki/Joseph_Henry	md
Scopes Monkey Trial	https://en.wikipedia.org/wiki/Scopes_Trial	md
Zukor, A	https://en.wikipedia.org/wiki/Adolph_Zukor	md
Radcliffe-Brown AR	https://en.wikipedia.org/wiki/Alfred_Radcliffe-Brown	md
Oceanography	https://en.wikipedia.org/wiki/Oceanography	md
Priestley, Joseph 2	https://en.wikipedia.org/wiki/Joseph_Priestley	md
Manet	https://en.wikipedia.org/wiki/%C3%89douard_Manet	md
Boulton, Matthew	https://en.wikipedia.org/wiki/Matthew_Boulton	md
My Fair Lady	https://en.wikipedia.org/wiki/My_Fair_Lady	md
Booth, Henry	https://en.wikipedia.org/wiki/Henry_Booth	md
Tennyson	https://en.wikipedia.org/wiki/Alfred,_Lord_Tennyson	md
Graham, Martha	https://en.wikipedia.org/wiki/Martha_Graham	md
Montgolfier	https://en.wikipedia.org/wiki/Montgolfier_brothers	md
Wegener, A	https://en.wikipedia.org/wiki/Alfred_Wegener	md
Galileo	https://en.wikipedia.org/wiki/Galileo_Galilei	md
Eleanor of Aquitaine	https://en.wikipedia.org/wiki/Eleanor_of_Aquitaine	md
Nanofabricator	https://en.wikipedia.org/wiki/Replicator_(Star_Trek	md
Key, Francis Scott 2	https://en.wikipedia.org/wiki/Francis_Scott_Key	md
Barometer 2	https://en.wikipedia.org/wiki/Barometer	md
Napoleon III	https://en.wikipedia.org/wiki/Napoleon_III	md
Milne J	https://en.wikipedia.org/wiki/John_Milne	md
cotton gin	https://en.wikipedia.org/wiki/Cotton_gin	md
Montagu,  John Earl	https://en.wikipedia.org/wiki/John_Montagu,_4th_Earl_of_Sandwich	md
Gershwin G	https://en.wikipedia.org/wiki/George_Gershwin	md
Franklin, Ben 2	https://en.wikipedia.org/wiki/Benjamin_Franklin	md
Courbet	https://en.wikipedia.org/wiki/Gustave_Courbet	md
Arminius	https://en.wikipedia.org/wiki/Jacobus_Arminius	md
joule unit	https://en.wikipedia.org/wiki/Joule	md
Browning Eliz 2	https://en.wikipedia.org/wiki/Elizabeth_Barrett_Browning	md
Light Bulb	https://en.wikipedia.org/wiki/Incandescent_light_bulb	md
Syphilis	https://en.wikipedia.org/wiki/Syphilis	md
Arkwright, Richard	https://en.wikipedia.org/wiki/Richard_Arkwright	md
Alternating Current  AC	https://en.wikipedia.org/wiki/War_of_Currents	md
3-ring circus	https://en.wikipedia.org/wiki/Circus	md
Maxwell  JC	https://en.wikipedia.org/wiki/James_Clerk_Maxwell	md
Gesner	https://en.wikipedia.org/wiki/Conrad_Gessner	md
Behaim M	https://en.wikipedia.org/wiki/Martin_Behaim	md
Banks, J Sir	https://en.wikipedia.org/wiki/Joseph_Banks	md
Becquerel	https://en.wikipedia.org/wiki/Henri_Becquerel	md
Bjerknes V	https://en.wikipedia.org/wiki/Vilhelm_Bjerknes	md
Alcubierre	https://en.wikipedia.org/wiki/Roque_Joaqu%C3%ADn_de_Alcubierre	md
De Gaulle	https://en.wikipedia.org/wiki/Charles_de_Gaulle	md
Assassination	https://en.wikipedia.org/wiki/Assassination	md
Copland	https://en.wikipedia.org/wiki/Aaron_Copland	md
Solar System	https://en.wikipedia.org/wiki/Solar_System	md
Catherine of Aragon	https://en.wikipedia.org/wiki/Catherine_of_Aragon	md
Andersen HC	https://en.wikipedia.org/wiki/Hans_Christian_Andersen	md
Bernoulli J	https://en.wikipedia.org/wiki/Johann_Bernoulli	md
Hamilton, Emma	https://en.wikipedia.org/wiki/Emma,_Lady_Hamilton	md
Peter the Great	https://en.wikipedia.org/wiki/Peter_the_Great	md
Herschel JFW	https://en.wikipedia.org/wiki/John_Herschel	md
Abelard P	https://en.wikipedia.org/wiki/Peter_Abelard	md
Porter ES	https://en.wikipedia.org/wiki/Edwin_S._Porter	md
Graham,  Montrose 2	https://en.wikipedia.org/wiki/James_Graham,_1st_Marquess_of_Montrose	md
liquid crystal display LCD	https://en.wikipedia.org/wiki/Liquid-crystal_display	md
Coal Tar	https://en.wikipedia.org/wiki/Coal_tar	md
YMCA	https://en.wikipedia.org/wiki/YMCA	md
coulomb unit	https://en.wikipedia.org/wiki/Coulomb	md
Criminology	https://en.wikipedia.org/wiki/Criminology	md
Bruno	https://en.wikipedia.org/wiki/Giordano_Bruno	md
Sherrington	https://en.wikipedia.org/wiki/Charles_Scott_Sherrington	md
Scarlatti A	https://en.wikipedia.org/wiki/Alessandro_Scarlatti	md
